Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000056487	15	100183631	100214866	1
ENSMUSG00000034786	17	34726751	34728699	1
ENSMUSG00000030889	7	127883071	127949256	1
ENSMUSG00000044847	11	45741771	45758437	-1
ENSMUSG00000048498	11	114913231	114923491	-1
ENSMUSG00000078365	4	3797804	3799252	-1
ENSMUSG00000057098	11	44430819	44821593	1
ENSMUSG00000078366	4	3111495	3112505	-1
ENSMUSG00000078297	15	72743784	72744235	1
ENSMUSG00000029575	5	114881043	114894068	-1
ENSMUSG00000070411	7	115302432	115303375	-1
ENSMUSG00000057215	7	114386536	114443910	1
ENSMUSG00000086513	7	112972737	112980029	-1
ENSMUSG00000081859	7	111354528	111355523	1
ENSMUSG00000024101	17	66460886	66469843	1
ENSMUSG00000082281	7	111122073	111125621	-1
ENSMUSG00000033904	7	125856066	125880538	1
ENSMUSG00000048602	17	33272533	33276628	-1
ENSMUSG00000035337	9	64083008	64084169	1
ENSMUSG00000053390	17	33130074	33142402	1
ENSMUSG00000058665	1	122499064	122504568	1
ENSMUSG00000028431	4	56762552	56815203	-1
ENSMUSG00000055202	17	32934351	32937883	-1
ENSMUSG00000090700	17	32796355	32813632	1
ENSMUSG00000085927	7	63235297	63236220	1
ENSMUSG00000048440	17	32673503	32688743	1
ENSMUSG00000051793	15	98170453	98171370	-1
ENSMUSG00000085105	7	35019396	35025226	1
ENSMUSG00000091195	11	31082376	31082462	-1
ENSMUSG00000032278	9	61801288	61874663	-1
ENSMUSG00000029135	5	32438845	32460204	1
ENSMUSG00000028834	4	133871035	133885544	1
ENSMUSG00000086533	7	19578902	19586571	-1
ENSMUSG00000075079	2	89470097	89471053	-1
ENSMUSG00000090862	7	123475021	123477704	-1
ENSMUSG00000028840	4	133799204	133801507	-1
ENSMUSG00000062272	2	87414062	87416187	1
ENSMUSG00000015243	4	53043659	53172767	-1
ENSMUSG00000075175	2	86516556	86517488	-1
ENSMUSG00000051705	9	59582066	59598456	-1
ENSMUSG00000075197	2	86056915	86057865	-1
ENSMUSG00000022074	14	70167279	70184210	1
ENSMUSG00000048905	17	29033342	29052269	-1
ENSMUSG00000019578	17	56206468	56214451	-1
ENSMUSG00000050565	1	157882533	157915991	1
ENSMUSG00000044186	14	69790041	69793550	1
ENSMUSG00000036196	17	28774728	28826932	-1
ENSMUSG00000049811	11	22907531	22930788	1
ENSMUSG00000022313	15	51708975	51716160	1
ENSMUSG00000055805	11	103032421	103060215	1
ENSMUSG00000056498	3	84470114	84508497	1
ENSMUSG00000004961	7	4491370	4498169	-1
ENSMUSG00000059447	5	30481788	30511133	1
ENSMUSG00000039512	17	27993435	28036985	1
ENSMUSG00000083036	19	60891352	60891719	-1
ENSMUSG00000091410	19	58864685	58865065	1
ENSMUSG00000029131	5	30062228	30113018	1
ENSMUSG00000089954	19	40696950	40697471	1
ENSMUSG00000057789	17	27156755	27165954	-1
ENSMUSG00000029307	5	104631632	104643121	1
ENSMUSG00000039095	5	28492236	28498706	1
ENSMUSG00000046856	1	63229265	63261117	-1
ENSMUSG00000050904	19	12980338	12980970	1
ENSMUSG00000009905	1	108616987	108656319	-1
ENSMUSG00000048583	7	149836673	149852721	-1
ENSMUSG00000084836	19	12642725	12643316	-1
ENSMUSG00000037772	7	149718704	149726652	1
ENSMUSG00000002290	19	7471991	7473611	-1
ENSMUSG00000024181	17	26260465	26263558	1
ENSMUSG00000028865	4	132768046	132780470	1
ENSMUSG00000049649	4	132765255	132768451	-1
ENSMUSG00000028328	4	46051807	46128904	1
ENSMUSG00000024845	19	4125934	4132307	1
ENSMUSG00000006575	11	102254717	102263869	1
ENSMUSG00000022304	15	39600031	39689016	-1
ENSMUSG00000022303	15	39577478	39592480	1
ENSMUSG00000083044	4	83750799	83751806	1
ENSMUSG00000062710	7	115489549	115490493	-1
ENSMUSG00000058510	7	115429694	115430638	-1
ENSMUSG00000040022	19	59978787	60019557	-1
ENSMUSG00000070415	7	115174911	115175855	-1
ENSMUSG00000035601	4	45309999	45329003	1
ENSMUSG00000043599	7	114029379	114030329	-1
ENSMUSG00000046248	7	149387269	149388920	1
ENSMUSG00000017314	11	101918329	101949829	-1
ENSMUSG00000014402	7	54144319	54175339	-1
ENSMUSG00000010841	11	101848370	101853570	1
ENSMUSG00000001494	11	101823772	101828329	-1
ENSMUSG00000074007	5	95077407	95115378	1
ENSMUSG00000078813	7	3611700	3617442	-1
ENSMUSG00000043866	7	112887907	112892875	-1
ENSMUSG00000082952	4	55521166	55521580	1
ENSMUSG00000014418	7	54015836	54051434	-1
ENSMUSG00000081542	4	55294936	55295152	-1
ENSMUSG00000030882	7	112789076	112845120	1
ENSMUSG00000006763	7	53941478	53966050	-1
ENSMUSG00000026019	1	60133712	60155489	-1
ENSMUSG00000026018	1	60045914	60099931	-1
ENSMUSG00000028104	3	96381795	96398104	-1
ENSMUSG00000084116	4	51202979	51203335	1
ENSMUSG00000087610	3	96380907	96384586	1
ENSMUSG00000040710	1	97484261	97564171	-1
ENSMUSG00000013611	15	36433817	36485328	-1
ENSMUSG00000009471	7	53631844	53634462	1
ENSMUSG00000063316	11	101303612	101306843	1
ENSMUSG00000019326	11	101191919	101203252	1
ENSMUSG00000028899	4	131830290	131851681	1
ENSMUSG00000029017	5	21242959	21262970	1
ENSMUSG00000068856	3	95976255	95981487	1
ENSMUSG00000019320	17	24833179	24837474	1
ENSMUSG00000090604	4	41751291	41752218	-1
ENSMUSG00000029378	5	91568641	91577458	1
ENSMUSG00000006010	1	152208435	152240210	-1
ENSMUSG00000073907	7	112462496	112463571	1
ENSMUSG00000029373	5	91201461	91202407	1
ENSMUSG00000014453	14	63991674	64036024	-1
ENSMUSG00000084899	10	86154864	86155840	-1
ENSMUSG00000085435	10	85558630	85576325	1
ENSMUSG00000087481	10	81640980	81661130	1
ENSMUSG00000084849	10	80923904	80925717	1
ENSMUSG00000085779	10	80657354	80673622	1
ENSMUSG00000066892	9	20422562	20449211	-1
ENSMUSG00000030541	7	87239732	87260278	-1
ENSMUSG00000083808	10	80417199	80417455	-1
ENSMUSG00000075558	10	80229604	80231732	-1
ENSMUSG00000087432	10	79834643	79835177	1
ENSMUSG00000052997	7	34925708	34954618	-1
ENSMUSG00000053830	10	71772069	71773907	1
ENSMUSG00000043859	10	71442638	71443442	-1
ENSMUSG00000066583	7	34806571	34807900	1
ENSMUSG00000089835	10	69746983	69747701	-1
ENSMUSG00000086838	10	67488198	67489374	-1
ENSMUSG00000066584	7	34796951	34798961	-1
ENSMUSG00000087030	10	62518351	62520215	-1
ENSMUSG00000030543	7	86955613	86958317	1
ENSMUSG00000066897	9	20041606	20065357	1
ENSMUSG00000058491	9	19933564	19942533	1
ENSMUSG00000044106	9	19903070	19906134	1
ENSMUSG00000039099	7	86888049	86930836	1
ENSMUSG00000028957	4	150377761	150418774	-1
ENSMUSG00000057985	9	19281745	19282692	-1
ENSMUSG00000080971	10	62398446	62399071	1
ENSMUSG00000058692	9	19164859	19165800	-1
ENSMUSG00000046687	10	61533871	61535109	1
ENSMUSG00000091184	10	59261947	59263002	-1
ENSMUSG00000092096	7	34312395	34313580	1
ENSMUSG00000089839	10	43093294	43093726	-1
ENSMUSG00000089673	10	43039166	43039520	1
ENSMUSG00000086428	10	42460345	42478466	-1
ENSMUSG00000086434	10	42417842	42418324	-1
ENSMUSG00000091370	10	41287822	41296282	1
ENSMUSG00000090708	10	41273568	41276358	1
ENSMUSG00000081608	10	39472065	39472674	-1
ENSMUSG00000016356	2	180721240	180752245	1
ENSMUSG00000062556	7	32075539	32076835	-1
ENSMUSG00000030275	6	143115750	143157062	1
ENSMUSG00000043885	9	15514182	15546828	1
ENSMUSG00000086915	10	39278302	39333488	-1
ENSMUSG00000039977	9	15364308	15432377	-1
ENSMUSG00000069682	10	29418603	29419096	-1
ENSMUSG00000090126	10	28600727	28643313	-1
ENSMUSG00000081259	10	24286883	24287940	-1
ENSMUSG00000083196	10	24234085	24234317	-1
ENSMUSG00000085451	10	23845875	23852286	1
ENSMUSG00000086682	4	154982409	154998864	-1
ENSMUSG00000030283	6	142770065	142912972	-1
ENSMUSG00000031938	9	15087783	15106000	-1
ENSMUSG00000027573	2	180444822	180453438	1
ENSMUSG00000083257	10	10062913	10064125	1
ENSMUSG00000030282	6	142705206	142724234	1
ENSMUSG00000036560	7	31844361	31855954	1
ENSMUSG00000082123	10	6476934	6477242	1
ENSMUSG00000087012	4	154211568	154213384	1
ENSMUSG00000082247	10	6353727	6354170	-1
ENSMUSG00000085687	10	5923172	5937508	-1
ENSMUSG00000038914	2	180392669	180444704	-1
ENSMUSG00000030607	7	86198369	86259985	1
ENSMUSG00000084987	4	153975306	153978311	1
ENSMUSG00000070601	10	129822856	129831297	-1
ENSMUSG00000038932	2	180356661	180377413	-1
ENSMUSG00000057264	10	129563164	129564111	-1
ENSMUSG00000058251	10	129511465	129512406	1
ENSMUSG00000090748	10	129411661	129412623	-1
ENSMUSG00000050251	10	129212883	129213982	1
ENSMUSG00000063452	10	129096860	129097799	1
ENSMUSG00000052012	10	129044603	129045535	-1
ENSMUSG00000049401	2	180323950	180330541	1
ENSMUSG00000049217	10	128909750	128910685	1
ENSMUSG00000064245	10	128873870	128874808	1
ENSMUSG00000062239	10	128824691	128825650	1
ENSMUSG00000046826	7	31758823	31774739	1
ENSMUSG00000086272	4	153321742	153324612	-1
ENSMUSG00000090057	4	151784909	151785371	1
ENSMUSG00000030249	6	142536382	142650794	-1
ENSMUSG00000059787	10	128769939	128770874	1
ENSMUSG00000078492	4	150202334	150229058	-1
ENSMUSG00000091717	10	128623507	128624510	-1
ENSMUSG00000091414	10	128611107	128612110	-1
ENSMUSG00000061367	10	128597085	128598038	-1
ENSMUSG00000042801	10	128548484	128549567	-1
ENSMUSG00000085787	4	149689286	149689624	-1
ENSMUSG00000063374	10	128448278	128449321	1
ENSMUSG00000086665	4	149423122	149431085	1
ENSMUSG00000031922	9	13612236	13631551	-1
ENSMUSG00000028976	4	149493392	149518278	1
ENSMUSG00000085807	4	148712196	148712640	1
ENSMUSG00000030245	6	142335741	142352378	1
ENSMUSG00000039041	2	179906190	179910991	1
ENSMUSG00000025754	7	83462958	83911494	1
ENSMUSG00000031802	9	13234581	13235956	1
ENSMUSG00000087217	4	147958830	147960116	-1
ENSMUSG00000082860	4	147943165	147943985	-1
ENSMUSG00000081726	4	147442140	147442601	-1
ENSMUSG00000083473	4	147405663	147406435	1
ENSMUSG00000081179	4	147109586	147112535	-1
ENSMUSG00000078117	9	8971791	8975773	1
ENSMUSG00000081301	4	146894577	146894976	-1
ENSMUSG00000039059	2	179834170	179839193	-1
ENSMUSG00000081140	4	146753038	146753683	1
ENSMUSG00000087207	4	146604393	146632737	1
ENSMUSG00000083027	4	146316585	146319934	1
ENSMUSG00000053110	9	7932003	8004596	-1
ENSMUSG00000028982	4	149118145	149148386	-1
ENSMUSG00000027566	2	179771078	179777138	-1
ENSMUSG00000078427	10	128258827	128314694	1
ENSMUSG00000032000	9	7848699	7873186	-1
ENSMUSG00000046056	7	31536490	31541152	1
ENSMUSG00000006315	7	31512720	31514553	-1
ENSMUSG00000047090	10	128237092	128241426	-1
ENSMUSG00000081671	4	146191437	146192014	-1
ENSMUSG00000043089	9	7464141	7476869	1
ENSMUSG00000070476	2	178149229	178159133	1
ENSMUSG00000005553	7	31497228	31510554	1
ENSMUSG00000013083	7	31484802	31485399	1
ENSMUSG00000066002	4	145632857	145633949	1
ENSMUSG00000083038	4	145615727	145617410	-1
ENSMUSG00000041698	6	141855803	141895483	-1
ENSMUSG00000084350	4	145415140	145419845	1
ENSMUSG00000087513	4	145352832	145354861	1
ENSMUSG00000025358	10	128134995	128142107	-1
ENSMUSG00000084927	6	141656639	141722331	-1
ENSMUSG00000049858	10	128106943	128110974	-1
ENSMUSG00000025790	7	81420305	81699666	-1
ENSMUSG00000030236	6	141578039	141635167	1
ENSMUSG00000079264	6	140677805	140704574	1
ENSMUSG00000084272	4	144994209	144994302	1
ENSMUSG00000002578	10	128067899	128083047	-1
ENSMUSG00000082835	4	144088303	144088851	-1
ENSMUSG00000062383	7	77531418	77533728	1
ENSMUSG00000078875	2	176785661	176797492	1
ENSMUSG00000039936	4	149023277	149076680	-1
ENSMUSG00000083360	4	143721751	143723784	1
ENSMUSG00000083456	4	143623534	143625513	1
ENSMUSG00000078879	2	176455231	176503794	1
ENSMUSG00000082469	4	143363143	143367791	-1
ENSMUSG00000082717	4	143325201	143325456	-1
ENSMUSG00000078881	2	176266735	176280240	1
ENSMUSG00000081448	4	143274919	143276955	1
ENSMUSG00000084351	4	143253046	143253690	-1
ENSMUSG00000044377	4	143201561	143201980	-1
ENSMUSG00000081523	4	143184965	143187514	-1
ENSMUSG00000083403	4	143089338	143091998	1
ENSMUSG00000078886	2	175964463	175977956	1
ENSMUSG00000078889	2	175788489	175800225	-1
ENSMUSG00000032006	9	6168612	6378843	1
ENSMUSG00000078890	2	175643110	175652992	1
ENSMUSG00000041791	6	139990046	139991310	1
ENSMUSG00000085816	4	141863680	141902390	-1
ENSMUSG00000036826	7	31350446	31352981	1
ENSMUSG00000073728	4	141639887	141644014	1
ENSMUSG00000085574	4	141598827	141604493	-1
ENSMUSG00000085922	4	141441569	141453197	1
ENSMUSG00000025888	9	5298517	5307265	1
ENSMUSG00000048406	4	141102104	141103807	1
ENSMUSG00000085836	4	140903729	140906768	1
ENSMUSG00000078902	2	174991756	175001372	-1
ENSMUSG00000025893	9	4309743	4331721	1
ENSMUSG00000025894	9	4294793	4309494	-1
ENSMUSG00000041624	9	3532354	3897342	1
ENSMUSG00000050600	2	174469035	174536333	1
ENSMUSG00000030228	6	139570409	139916464	1
ENSMUSG00000016252	2	174286573	174289606	-1
ENSMUSG00000016255	2	174276196	174283383	1
ENSMUSG00000086437	4	139980559	139987846	1
ENSMUSG00000090650	9	3004457	3005194	1
ENSMUSG00000091899	NT_166384	143198	169227	-1
ENSMUSG00000079078	NT_161904	246354	248787	-1
ENSMUSG00000090755	NT_161904	186198	187815	1
ENSMUSG00000086960	4	139947063	139952519	1
ENSMUSG00000016253	2	174241305	174253003	1
ENSMUSG00000090080	1	195013569	195018205	1
ENSMUSG00000085968	4	139687792	139689266	1
ENSMUSG00000089812	1	194681122	194682660	1
ENSMUSG00000089831	1	188896890	188897214	-1
ENSMUSG00000051295	1	187253236	187265698	-1
ENSMUSG00000089927	1	183361854	183362531	-1
ENSMUSG00000081214	1	183172076	183172498	-1
ENSMUSG00000086350	1	180243459	180248680	-1
ENSMUSG00000089657	1	179716987	179717596	1
ENSMUSG00000066680	1	175080262	175080503	1
ENSMUSG00000092085	1	174143152	174143811	1
ENSMUSG00000059058	1	173641219	173641413	1
ENSMUSG00000036845	7	31340460	31344857	-1
ENSMUSG00000085841	1	168692276	168700616	1
ENSMUSG00000043831	7	74367494	74373342	1
ENSMUSG00000084804	4	137693510	137694433	-1
ENSMUSG00000085823	4	137438285	137439852	-1
ENSMUSG00000015766	6	137425766	137603397	-1
ENSMUSG00000080806	4	136775675	136776314	-1
ENSMUSG00000085833	4	136714997	136715786	-1
ENSMUSG00000053091	7	73834775	73862140	1
ENSMUSG00000080878	1	154254204	154254655	-1
ENSMUSG00000064330	6	136903044	136917386	1
ENSMUSG00000091958	NT_166403	676873	677862	1
ENSMUSG00000030219	6	136855832	136870701	-1
ENSMUSG00000085481	1	141030468	141031242	-1
ENSMUSG00000030218	6	136820957	136824326	-1
ENSMUSG00000027517	2	173394166	173403866	-1
ENSMUSG00000027518	2	173348087	173354002	1
ENSMUSG00000015134	7	73535781	73572363	-1
ENSMUSG00000038400	2	173049959	173102034	-1
ENSMUSG00000087270	4	134846281	134846590	-1
ENSMUSG00000084986	4	134699336	134700200	-1
ENSMUSG00000079781	NT_161923	711841	714173	-1
ENSMUSG00000083001	4	134049137	134049889	1
ENSMUSG00000085526	1	132359153	132453652	1
ENSMUSG00000079790	NT_161923	432626	435202	-1
ENSMUSG00000090499	NT_161923	368236	369225	-1
ENSMUSG00000083582	1	123404162	123404380	-1
ENSMUSG00000079131	NT_166349	448454	450785	1
ENSMUSG00000081114	1	109150130	109150867	-1
ENSMUSG00000090909	NT_166349	448454	525100	1
ENSMUSG00000079132	NT_166349	382321	383019	1
ENSMUSG00000080729	1	109088052	109090134	-1
ENSMUSG00000083884	1	109034421	109035146	-1
ENSMUSG00000054006	1	108438520	108471622	1
ENSMUSG00000053935	6	136556350	136559373	1
ENSMUSG00000028971	4	148499143	148500872	-1
ENSMUSG00000044757	1	98921090	98923123	1
ENSMUSG00000091408	6	136434643	136438660	-1
ENSMUSG00000090974	1	98802753	98894154	-1
ENSMUSG00000081488	1	90083237	90084094	1
ENSMUSG00000081602	1	90042951	90043344	1
ENSMUSG00000091123	1	89410750	89410872	1
ENSMUSG00000032640	7	73254401	73318684	1
ENSMUSG00000090103	1	87495861	87496414	1
ENSMUSG00000081647	4	132357885	132358169	-1
ENSMUSG00000090186	1	87423175	87465775	1
ENSMUSG00000030206	6	135187347	135204354	-1
ENSMUSG00000027505	2	172298020	172299831	1
ENSMUSG00000091199	1	85305234	85323881	-1
ENSMUSG00000064109	7	31202732	31204873	-1
ENSMUSG00000086708	3	156566827	156583744	-1
ENSMUSG00000090252	1	85243426	85252040	1
ENSMUSG00000028975	4	148334644	148473985	-1
ENSMUSG00000090163	3	152606277	152606908	1
ENSMUSG00000036957	7	31140533	31147791	-1
ENSMUSG00000046733	6	135015669	135034727	1
ENSMUSG00000090017	3	152583204	152584363	1
ENSMUSG00000085667	4	131455393	131475944	-1
ENSMUSG00000090040	3	152539015	152539181	-1
ENSMUSG00000086856	4	131250522	131266423	-1
ENSMUSG00000090095	3	152443738	152445025	-1
ENSMUSG00000074570	2	172219294	172259257	1
ENSMUSG00000085773	3	144610525	144617842	1
ENSMUSG00000027498	2	172196181	172207948	1
ENSMUSG00000072109	1	85102521	85110610	1
ENSMUSG00000073631	1	85096739	85097110	1
ENSMUSG00000030513	7	73007057	73195220	1
ENSMUSG00000089924	3	141325853	141345864	-1
ENSMUSG00000061852	1	85024529	85038539	-1
ENSMUSG00000087171	4	131202963	131233760	-1
ENSMUSG00000068480	7	72930027	72930818	1
ENSMUSG00000027496	2	172181690	172196035	-1
ENSMUSG00000089635	3	137944372	137969986	-1
ENSMUSG00000064281	1	85008680	85009362	1
ENSMUSG00000091791	3	135626423	135626782	-1
ENSMUSG00000027495	2	172171065	172181249	1
ENSMUSG00000081829	3	137567973	137568363	1
ENSMUSG00000042831	7	31093736	31099323	1
ENSMUSG00000042845	2	164014967	164016344	-1
ENSMUSG00000017868	2	162813066	162839863	1
ENSMUSG00000034738	2	68973857	69027387	1
ENSMUSG00000076435	11	94418416	94463185	-1
ENSMUSG00000078957	2	158017745	158021478	1
ENSMUSG00000068008	2	153743966	153758732	1
ENSMUSG00000051413	2	153053495	153067162	-1
ENSMUSG00000020704	11	80693671	81781959	-1
ENSMUSG00000028869	4	124693829	124732624	1
ENSMUSG00000017639	11	79404714	79511525	1
ENSMUSG00000027445	2	148660883	148664474	1
ENSMUSG00000004105	2	33071589	33103237	1
ENSMUSG00000027353	2	132641877	132669933	1
ENSMUSG00000028538	4	117604759	117807519	-1
ENSMUSG00000033423	4	117222970	117346902	1
ENSMUSG00000018809	11	75161935	75219207	1
ENSMUSG00000043155	4	116492512	116494113	-1
ENSMUSG00000010554	11	74584332	74642027	1
ENSMUSG00000054406	11	74160137	74166123	-1
ENSMUSG00000038165	5	24153502	24154557	1
ENSMUSG00000025855	5	139493260	139625955	-1
ENSMUSG00000033396	2	121879256	121944122	-1
ENSMUSG00000075598	5	138478452	138491863	1
ENSMUSG00000078747	4	41812314	41813866	1
ENSMUSG00000029726	5	138223134	138227943	-1
ENSMUSG00000055301	3	137880787	137896346	1
ENSMUSG00000059218	4	143399148	143405996	-1
ENSMUSG00000037390	5	137610794	137625994	-1
ENSMUSG00000003435	7	29099917	29123738	-1
ENSMUSG00000046865	7	28954765	28964288	1
ENSMUSG00000026961	2	25145435	25146700	1
ENSMUSG00000006469	2	25084418	25089884	-1
ENSMUSG00000083606	14	19663414	19664583	1
ENSMUSG00000085888	11	54153871	54166981	-1
ENSMUSG00000091353	4	88445479	88447034	1
ENSMUSG00000080776	11	46541320	46542132	1
ENSMUSG00000087122	11	34199707	34208113	1
ENSMUSG00000082721	11	29254199	29254456	1
ENSMUSG00000022159	14	52881435	52899070	-1
ENSMUSG00000091950	1	176081612	176082661	1
ENSMUSG00000084347	11	16414536	16415984	1
ENSMUSG00000041220	3	129235304	129341413	1
ENSMUSG00000085232	11	5395195	5395449	-1
ENSMUSG00000081208	11	3049745	3050958	-1
ENSMUSG00000027317	2	119043855	119055642	-1
ENSMUSG00000026546	1	174451175	174476001	1
ENSMUSG00000032356	9	89804613	89921814	1
ENSMUSG00000059606	14	51781935	51782693	1
ENSMUSG00000042709	11	60214128	60231959	-1
ENSMUSG00000027712	3	36347847	36374765	-1
ENSMUSG00000028396	4	73585275	73596750	-1
ENSMUSG00000053702	2	17265536	17653091	-1
ENSMUSG00000019373	11	59631297	59653340	-1
ENSMUSG00000029390	5	124990704	125000515	1
ENSMUSG00000043003	4	73360483	73436613	-1
ENSMUSG00000029229	5	75397051	75440799	-1
ENSMUSG00000051510	11	120486431	120494914	-1
ENSMUSG00000090278	4	32330708	32333450	1
ENSMUSG00000008496	7	25877472	25917507	-1
ENSMUSG00000027131	2	112203168	112208184	-1
ENSMUSG00000036964	11	58768187	58786600	1
ENSMUSG00000056564	11	58410847	58411968	1
ENSMUSG00000053929	15	76476197	76490547	-1
ENSMUSG00000013643	11	58192545	58204230	1
ENSMUSG00000043289	9	81757277	82099614	1
ENSMUSG00000022120	14	104876751	104921883	-1
ENSMUSG00000022122	14	104213842	104243390	-1
ENSMUSG00000023980	17	47624999	47639241	-1
ENSMUSG00000022123	14	103912558	104012563	1
ENSMUSG00000029474	5	123300197	123318954	1
ENSMUSG00000063888	17	46910856	46919605	-1
ENSMUSG00000041143	4	138528803	138615086	1
ENSMUSG00000047824	3	89234136	89239050	1
ENSMUSG00000048521	9	123715595	123720872	1
ENSMUSG00000029465	5	122841887	122856188	1
ENSMUSG00000055761	4	20046021	20706013	-1
ENSMUSG00000091220	14	50579766	50580771	-1
ENSMUSG00000074304	7	23546716	23547609	1
ENSMUSG00000045349	4	137806318	137817247	1
ENSMUSG00000028356	4	62804309	62815833	-1
ENSMUSG00000091789	7	22974396	22975319	1
ENSMUSG00000091197	7	20779059	20779982	1
ENSMUSG00000070778	7	20539120	20539932	1
ENSMUSG00000051427	11	4041126	4060296	-1
ENSMUSG00000038370	1	173103393	173126399	-1
ENSMUSG00000030738	7	133690426	133709880	-1
ENSMUSG00000040525	7	20364230	20382158	-1
ENSMUSG00000025572	11	117627302	117643512	-1
ENSMUSG00000060512	5	64203734	64290858	1
ENSMUSG00000025571	11	117515603	117624753	1
ENSMUSG00000026645	2	3259254	3283863	-1
ENSMUSG00000042737	3	89063280	89071001	1
ENSMUSG00000020814	11	116664376	116689360	-1
ENSMUSG00000049618	17	37473234	37474175	-1
ENSMUSG00000091078	17	26757303	26762045	-1
ENSMUSG00000047189	17	21945153	21945411	1
ENSMUSG00000022024	14	79987498	80029562	1
ENSMUSG00000067951	17	20872064	20873090	1
ENSMUSG00000024446	17	36392590	36394801	-1
ENSMUSG00000027163	2	101726404	101741803	1
ENSMUSG00000050138	17	88145177	88197334	-1
ENSMUSG00000086160	15	91428014	91435107	1
ENSMUSG00000022568	15	75877588	75900214	-1
ENSMUSG00000026688	1	169302097	169323972	-1
ENSMUSG00000090464	15	66570621	66575889	-1
ENSMUSG00000050705	17	36029622	36034376	-1
